"","Country","Year","gdp","fertilityrate","netmigration","unemployment","primaryeducation","mortalityratefemale","mortalityratemale","labourforce","grossfixedcapital","secondaryeducation"
"252","Togo",1961,126396469.707058,6.753,-14858,NA,NA,373.835,425.563,NA,NA,NA
"253","Thailand",1961,3034043574.06071,6.262,12296,NA,NA,340.562,454.1,NA,394854309.919082,NA
"254","Latin America & the Caribbean (IDA & IBRD countries)",1961,84140069170.706,5.93549545038787,-201265,NA,NA,252.803024573694,328.40791465321,NA,NA,NA
"255","South Asia (IDA & IBRD)",1961,50316845349.3998,6.09435418037132,-7357,NA,NA,390.600979380654,387.544176463024,NA,7628796142.57146,NA
"256","Sub-Saharan Africa (IDA & IBRD countries)",1961,32423000914.7653,6.62570404383261,-42895,NA,NA,400.003424010845,467.366407496836,NA,NA,NA
"257","Trinidad and Tobago",1961,584961208.656595,5.301,-8392,NA,NA,242.271,295.637,NA,NA,NA
"258","Turkiye",1961,7988888888.88889,6.352,-4696,NA,NA,174.506,296.546,NA,NA,NA
"259","Uganda",1961,441524109.014675,6.968,-7893,NA,NA,349.24,434.921,NA,NA,NA
"260","Upper middle income",1961,218362178293.655,4.20136087049835,-306880,NA,NA,320.7214611021,439.493689290307,NA,45747869534.8226,NA
"261","Uruguay",1961,1547388781.43133,2.846,703,NA,NA,132.917,227.311,NA,0,NA
"262","United States",1961,5.633e+11,3.62,541424,6.69999980926514,NA,126.608,226.703,70459,NA,NA
"263","St. Vincent and the Grenadines",1961,13999883.3343055,7.227,-1423,NA,NA,222.046,301.153,NA,NA,NA
"264","Venezuela, RB",1961,8189090909.09091,6.298,6070,NA,NA,248.142,327.111,NA,1646030303.0303,NA
"265","World",1961,1448625354543.06,4.57985061365178,0,NA,NA,284.483282517935,365.913164849277,NA,NA,NA
"266","South Africa",1961,9225996313.47639,6.138,56098,NA,NA,314.063,406.773,NA,1551199380.17175,NA
"267","Zambia",1961,696285714.285714,7.169,-4357,NA,NA,318.722,358.138,NA,NA,NA
"268","Zimbabwe",1961,1096646600,7.233,-8582,NA,NA,298.708,369.918,NA,202220100,NA
"269","Africa Eastern and Southern",1962,23707266143.4721,6.76293005566599,-24259,NA,NA,376.873909323056,446.952226876727,NA,NA,NA
"270","Afghanistan",1962,546666677.777778,7.292,7016,NA,NA,537.703,588.87,NA,NA,NA
"271","Africa Western and Central",1962,11943187848.3043,6.49182578734167,-36399,NA,NA,424.349362340705,470.802478083043,NA,NA,NA
"272","Argentina",1962,24450604877.6081,3.106,29386,NA,NA,158.609,268.467,NA,5313239494.54505,NA
"273","Australia",1962,19921603763.0194,3.442,58059,NA,NA,112.524,203.46,NA,5934595139.43331,NA
"274","Austria",1962,7756110210.11966,2.8,1277,NA,NA,113.132,206.366,3366,NA,NA
"275","Burundi",1962,213500006,7.038,-15378,NA,NA,376.977,432.191,NA,15750000,NA
"276","Belgium",1962,13264015675.3193,2.59,15225,NA,NA,109.121,201.867,3609,NA,NA
"277","Benin",1962,236434906.75427,6.457,-4847,NA,NA,428.709,453.285,NA,NA,NA
"278","Burkina Faso",1962,379567023.340308,6.322,-26156,NA,NA,414.434,471.616,NA,NA,NA
"279","Bangladesh",1962,5081413339.78635,6.865,26541,NA,NA,328.612,301.177,NA,NA,NA
"280","Bahamas, The",1962,212254901.960784,4.799,2727,NA,NA,234.291,346.851,NA,NA,NA
"281","Belize",1962,31856922.8615428,6.46,-505,NA,NA,214.944,279.894,NA,NA,NA
"282","Bermuda",1962,94149985.9669446,NA,371,NA,NA,NA,NA,NA,NA,NA
"283","Bolivia",1962,444665186.397102,6.309,-4025,NA,NA,314.521,403.374,NA,NA,NA
"284","Brazil",1962,19231747851.5332,5.995,2383,NA,NA,270.721,344.128,NA,NA,NA
"285","Botswana",1962,35643207.6265246,6.571,-4026,NA,NA,321.862,433.694,NA,NA,NA
"286","Central African Republic",1962,124482748.937917,5.851,485,NA,NA,444.208,505.163,NA,NA,NA
"287","Canada",1962,42227447631.9159,3.681,26210,NA,NA,108.087,191.161,6615.417,9191900989.54029,NA
"288","Switzerland",1962,11879982758.5619,2.58,82788,NA,NA,99.614,183.998,NA,NA,NA
"289","Chile",1962,5416272727.27273,4.602,-28854,NA,NA,223.468,330.312,NA,838230428.418182,NA
"290","China",1962,47209359005.6057,6.085,-219144,NA,NA,319.608,420.312,NA,7307626123.16191,NA
"291","Cote d'Ivoire",1962,645284344.684118,7.75,39669,NA,NA,419.642,443.976,NA,NA,NA
"292","Cameroon",1962,694247725.537204,5.766,0,NA,NA,379.692,426.527,NA,NA,NA
"293","Congo, Dem. Rep.",1962,3779841428.57143,6.132,39432,NA,NA,418.802,482.679,NA,NA,NA
"294","Congo, Rep.",1962,166521239.863281,6.099,0,NA,NA,323.117,443.835,NA,NA,NA
"295","Colombia",1962,4955543963.36869,6.663,-51733,NA,NA,236.121,291.089,NA,932805367.182519,NA
"296","Costa Rica",1962,479180824.348506,6.543,1575,NA,NA,196.336,242.616,NA,88840769.3117397,NA
"297","Caribbean small states",1962,2153895647.51084,5.55065718781422,-49956,NA,NA,218.290311507044,281.892476424289,NA,NA,NA
"298","Dominican Republic",1962,824100000,7.404,-8475,NA,NA,262.17,347.343,NA,91300000,NA
"299","Algeria",1962,2001428328.37091,7.607,-99071,NA,NA,434.711,617.179,NA,NA,NA
"300","East Asia & Pacific (excluding high income)",1962,65396585452.5746,6.02654207756194,-384934,NA,NA,316.657051141368,410.065801733497,NA,9015012313.82931,NA
"301","Early-demographic dividend",1962,164016550962.156,6.18716593306299,-204064,NA,NA,347.275874029271,376.862459555716,NA,NA,NA
"302","East Asia & Pacific",1962,158387606831.315,5.54353197954006,-360890,NA,NA,293.029749156657,385.770350403439,NA,46692848279.5797,NA
"303","Ecuador",1962,1518208221.23969,6.676,-1795,NA,NA,264.475,318.352,NA,165625972.242911,NA
"304","Euro area",1962,298819073251.177,2.64261993849176,58606,NA,NA,110.257542803287,197.860319853877,NA,NA,NA
"305","Spain",1962,16138545209.246,2.8,-42096,NA,NA,111.637,175.85,11819,NA,NA
"306","Finland",1962,6340580854.39073,2.68,-6962,NA,NA,118.241,262.441,2150,NA,NA
"307","Fiji",1962,122906434.957814,6.085,-700,NA,NA,281.178,346.812,NA,NA,NA
"308","France",1962,75607529809.9288,2.89,189952,NA,NA,111.696,219.341,18980,17920682565.5699,NA
"309","Gabon",1962,182796536.497306,4.587,0,NA,NA,339.175,392.742,NA,NA,NA
"310","United Kingdom",1962,81247564156.8246,2.86,-10512,NA,NA,110.498,187.241,24591,NA,NA
"311","Ghana",1962,1382352941.17647,6.947,-48017,NA,NA,331.852,406.498,NA,NA,NA
"312","Equatorial Guinea",1962,9122751.45318345,5.673,537,NA,NA,388.237,440.256,NA,NA,NA
"313","Greece",1962,5213047711.42704,2.16,-78846,NA,NA,112.951,171.39,NA,1267397991.83753,NA
"314","Guatemala",1962,1143600000,6.89,286,NA,NA,369.42,387.084,NA,106500000,NA
"315","Guyana",1962,194948375.430205,6.226,-2661,NA,NA,294.09,382.238,NA,33424721.4606545,NA
"316","High income",1962,1221985183709.62,2.97095432548127,762001,NA,NA,128.975082005116,216.328610685441,NA,NA,NA
"317","Hong Kong SAR, China",1962,1612346412.26475,5.145,4065,NA,NA,151.898,271.217,NA,446750064.96158,NA
"318","Honduras",1962,387750000,7.443,-5519,NA,NA,305.384,377.234,NA,53100000,NA
"319","Heavily indebted poor countries (HIPC)",1962,19362235790.6985,6.74450689786699,-109851,NA,NA,398.273761614506,457.900903691589,NA,NA,NA
"320","Haiti",1962,281896800,6.194,-16264,NA,NA,321.936,404.322,NA,NA,NA
"321","IBRD only",1962,320912434914.269,5.52555020670079,-604773,NA,NA,291.706063995175,372.169166738291,NA,56585367801.9863,NA
"322","IDA & IBRD total",1962,364173117246.705,5.72283309345169,-762587,NA,NA,307.038815594042,379.78310280853,NA,77466236104.6262,NA
"323","IDA total",1962,41975155374.4491,6.68954842379214,-157814,NA,NA,385.671720450575,418.051738776321,NA,NA,NA
"324","IDA blend",1962,13806052818.234,6.6417872798636,-78372,NA,NA,393.688582892182,401.370834764484,NA,NA,NA
"325","IDA only",1962,29043569099.9747,6.71091260264842,-79442,NA,NA,382.097582727479,425.980713189238,NA,NA,NA
"326","India",1962,42161481858.0819,5.953,110398,NA,NA,393.657,395.305,NA,6731666153.12585,NA
"327","Ireland",1962,2260349684.08625,3.92,-16724,NA,NA,128.833,181.934,1106,NA,NA
"328","Iran, Islamic Rep.",1962,4693566416.48346,7.224,64099,NA,NA,399.382,386.826,NA,1128106845.73331,NA
"329","Iraq",1962,1954634836.18034,6.869,3343,NA,NA,218.653,357.49,NA,NA,NA
"330","Iceland",1962,284916516.159537,3.98,-163,NA,NA,99.145,178.373,NA,NA,NA
"331","Israel",1962,2.51e+09,3.85,49732,NA,NA,NA,NA,NA,NA,NA
"332","Italy",1962,50383891898.9911,2.46,-34465,NA,NA,108.954,194.212,21239,NA,NA
"333","Jamaica",1962,777712445.751085,5.378,-28937,NA,NA,187.632,231.928,NA,NA,NA
"334","Japan",1962,60723018683.7333,2.01,-18594,1.29999995231628,NA,137.334,206.528,46140,NA,NA
"335","Kenya",1962,868111400.014073,7.803,4512,NA,NA,322.134,380.139,NA,NA,NA
"336","Cambodia",1962,660000008.571429,5.996,-2146,NA,NA,412.036,492.595,NA,NA,NA
"337","St. Kitts and Nevis",1962,12541562.1536487,NA,-2480,NA,NA,NA,NA,NA,NA,NA
"338","Korea, Rep.",1962,2814626210.10081,5.624,-84159,NA,NA,291.565,407.949,NA,389232266.277947,NA
"339","Latin America & Caribbean (excluding high income)",1962,77784478750.5053,5.94904390467145,-225753,NA,NA,249.569377079855,321.257901853261,NA,NA,NA
"340","Latin America & Caribbean",1962,98133121166.4592,5.84585101406979,-285849,NA,NA,245.137165284515,318.984806110231,NA,NA,NA
"341","Sri Lanka",1962,1434156378.60082,5.261,-9899,NA,NA,205.113,268.729,NA,222745259.403292,NA
"342","Lower middle income",1962,97978920750.8239,6.01324677174086,-269553,NA,NA,349.707088025263,381.041688064446,NA,NA,NA
"343","Low & middle income",1962,336188544652.989,5.78983627726318,-762735,NA,NA,312.011496236192,383.871313908569,NA,72439581554.4802,NA
"344","Lesotho",1962,41859162.8167437,5.805,2966,NA,NA,273.913,451.394,NA,NA,NA
"345","Late-demographic dividend",1962,181228079365.312,5.31287636506673,-460803,NA,NA,266.00918916286,375.518430711622,NA,27678915570.6079,NA
"346","Luxembourg",1962,741509480.796284,2.37,2140,NA,NA,111.863,226.097,NA,NA,NA
"347","Morocco",1962,2379606422.29029,7.088,-29267,NA,NA,411.025,460.188,NA,250410018.772849,NA
"348","Madagascar",1962,739286906.85904,7.303,0,NA,NA,425.972,465.192,NA,NA,NA
"349","Mexico",1962,1.52e+10,6.8,-59833,NA,NA,252.7,333.288,NA,2351008000,NA
"350","Middle income",1962,321012862400.619,5.73971630433348,-661102,NA,NA,306.359335488918,378.806892760955,NA,71628920790.2544,NA
"351","Myanmar",1962,612517344.756215,5.994,13540,NA,NA,380.197,444.623,NA,NA,NA
"352","Mauritania",1962,164271590.835712,6.434,-347,NA,NA,380.553,409.612,NA,135230491.730791,NA
"353","Malawi",1962,183116337.673247,7.097,0,NA,NA,373.717,461.331,NA,NA,NA
"354","Malaysia",1962,2001502678.6881,6.292,-7589,NA,NA,294.685,345.941,NA,316215863.060238,NA
"355","North America",1962,647421597617.883,3.48113040677664,576315,NA,NA,126.830407112294,226.339620449262,NA,NA,NA
"356","Niger",1962,531736492.909178,7.501,-2375,NA,NA,453.114,501.085,NA,NA,NA
"357","Nigeria",1962,4909302953.94092,6.356,23312,NA,NA,444.455,484.743,NA,NA,NA
"358","Nicaragua",1962,265291588.666667,7.128,-2726,NA,NA,371.628,424.108,NA,NA,NA
"359","Netherlands",1962,14647057370.1418,3.18,1376,NA,NA,85.239,151.248,NA,NA,NA
"360","Norway",1962,6066976682.67364,2.91,637,NA,NA,82.115,151.456,1433,NA,NA
"361","Nepal",1962,574091101.194382,6.075,-9259,NA,NA,428.227,460.726,NA,NA,NA
"362","New Zealand",1962,6077496267.76294,4.107,12553,NA,NA,113.193,182.411,901,NA,NA
"363","OECD members",1962,1227109446349.95,3.25762013551043,589829,NA,NA,135.556635369356,223.74134806408,NA,NA,NA
"364","Pakistan",1962,4310163796.72407,6.8,-131607,NA,NA,405.538,340.587,NA,622637547.249055,NA
"365","Panama",1962,652120900,5.872,-2377,NA,NA,210.564,235.963,NA,95902000,NA
"366","Peru",1962,3286773187.87313,6.895,-4365,NA,NA,252.104,272.567,NA,1170988875.41045,NA
"367","Philippines",1962,4954529277.07288,7.02,-232922,NA,NA,239.911,291.617,NA,NA,NA
"368","Papua New Guinea",1962,261184037.372302,6.135,-12136,NA,NA,374.693,484.667,NA,34384004.9199385,NA
"369","Pre-demographic dividend",1962,23620989591.416,6.6680439688907,-35926,NA,NA,412.157887944966,469.789254795219,NA,NA,NA
"370","Puerto Rico",1962,2094400000,4.359,-19639,NA,NA,134.51,225.878,NA,NA,NA
"371","Portugal",1962,3668222357.65702,3.23,-113654,NA,NA,119.666,211.368,NA,NA,NA
"372","Post-demographic dividend",1962,1196188453267.85,2.86400733518835,666410,NA,NA,125.763003329653,213.402936714487,NA,NA,NA
"373","Rwanda",1962,125000008,8.197,-25631,NA,NA,354.349,353.194,NA,NA,NA
"374","South Asia",1962,53705588862.9369,6.10974094484399,-4801,NA,NA,388.643396920107,384.237972711068,NA,8333344622.15849,NA
"375","Sudan",1962,1541666666.66667,6.692,4379,NA,NA,390.646,426.13,NA,NA,NA
"376","Senegal",1962,1085475573.50828,7.079,9810,NA,NA,411.772,428.625,NA,NA,NA
"377","Singapore",1962,826244609.95688,5.21,-756,NA,NA,173.391,250.702,NA,117437606.167516,NA
"378","Sierra Leone",1962,342721579.817636,6.222,-2658,NA,NA,394.408,465.423,NA,NA,NA
"379","Somalia",1962,203531927.547229,7.255,1496,NA,NA,382.886,438.601,NA,NA,NA
"380","Sub-Saharan Africa (excluding high income)",1962,35070359356.9354,6.64636384526897,-60660,NA,NA,397.446275229684,457.380459658024,NA,NA,NA
"381","Sub-Saharan Africa",1962,35081832497.4847,6.64636384526897,-60658,NA,NA,397.430655966412,457.384012685469,NA,NA,NA
"382","Suriname",1962,116150000,6.558,1448,NA,NA,281.084,360.346,NA,NA,NA
"383","Sweden",1962,18667251380.0746,2.25,17188,NA,NA,87.693,138.904,NA,5702103602.77218,NA
"384","Eswatini",1962,45927061.4587708,6.794,-2389,NA,NA,390.009,453.415,NA,NA,NA
"385","Seychelles",1962,12642026.5718964,NA,2,NA,NA,314.506,476.457,NA,NA,NA
"386","Syrian Arab Republic",1962,1110565880.75881,7.441,-7602,NA,NA,271.556,310.321,NA,NA,NA
"387","Chad",1962,357635713.871813,6.285,-902,NA,NA,420.685,479.175,NA,NA,NA
"388","East Asia & Pacific (IDA & IBRD countries)",1962,65298531278.4617,6.07368261067343,-384680,NA,NA,316.927870096843,410.696319383328,NA,9003653701.87997,NA
"389","Togo",1962,132237441.630863,6.803,-15486,NA,NA,370.631,422.958,NA,NA,NA
"390","Thailand",1962,3308912796.93487,6.277,13813,NA,NA,339.995,447.65,NA,483381226.05364,NA
"391","Latin America & the Caribbean (IDA & IBRD countries)",1962,92113796428.355,5.91702959574907,-226212,NA,NA,249.764847126812,325.139953152845,NA,NA,NA
"392","South Asia (IDA & IBRD)",1962,53705588862.9369,6.10974094484399,-4801,NA,NA,388.643396920107,384.237972711068,NA,8333344622.15849,NA
"393","Sub-Saharan Africa (IDA & IBRD countries)",1962,35081832497.4847,6.64636384526897,-60658,NA,NA,397.430655966412,457.384012685469,NA,NA,NA
"394","Trinidad and Tobago",1962,619319197.340022,5.219,-8903,NA,NA,231.62,290.668,NA,NA,NA
"395","Turkiye",1962,8922222222.22222,6.287,9064,NA,NA,171.553,288.856,NA,NA,NA
"396","Uganda",1962,449012578.616352,6.997,-6470,NA,NA,332.902,422.431,NA,NA,NA
"397","Upper middle income",1962,223960654699.61,5.4877788614205,-391549,NA,NA,267.889916466557,376.769504728947,NA,41238404060.1128,NA
"398","Uruguay",1962,1710004407.22785,2.866,-624,NA,NA,131.694,226.349,NA,0,NA
"399","United States",1962,6.051e+11,3.461,549734,5.5,NA,128.623,229.823,70614.59,NA,NA
"400","St. Vincent and the Grenadines",1962,14524878.959342,7.13,-1430,NA,NA,213.197,285.806,NA,NA,NA
"401","Venezuela, RB",1962,8946969696.9697,6.231,4377,NA,NA,245.599,331.183,NA,1718606060.60606,NA
"402","World",1962,1550548209897,5.04373284472858,0,NA,NA,264.600059957023,341.851053658468,NA,NA,NA
"403","South Africa",1962,9813996078.52345,6.11,68068,NA,NA,310.34,405.387,NA,1588999365.06763,NA
"404","Zambia",1962,693142857.142857,7.214,-4756,NA,NA,316.848,354.785,NA,NA,NA
"405","Zimbabwe",1962,1117601600,7.255,-8931,NA,NA,295.259,366.062,NA,157282300,NA
"406","Africa Eastern and Southern",1963,28210335256.1952,6.77871194340642,-16266,NA,NA,374.196781742882,450.361219063484,NA,NA,NA
"407","Afghanistan",1963,751111191.111111,7.302,6681,NA,NA,531.856,583.144,NA,NA,NA
"408","Africa Western and Central",1963,12676330764.6917,6.50608758636194,-37435,NA,NA,421.439861965264,469.11290426744,NA,NA,NA
"409","Argentina",1963,18272123664.4715,3.101,30637,NA,NA,155.531,266.354,NA,3338776681.37774,NA
"410","Australia",1963,21538806137.3054,3.332,73375,NA,NA,115.741,202.327,NA,6366894389.06932,NA
"411","Austria",1963,8374175257.73075,2.82,4768,NA,NA,112.71,201.301,3360,NA,NA
"412","Burundi",1963,232749998,7.067,-11519,NA,NA,374.413,430.354,NA,1.4e+07,NA
"413","Belgium",1963,14260017387.0492,2.68,15962,NA,NA,108.219,203.26,3622,NA,NA
"414","Benin",1963,253927646.475909,6.51,-4850,NA,NA,423.801,452.286,NA,NA,NA
"415","Burkina Faso",1963,394040588.303477,6.356,-26497,NA,NA,412.033,467.054,NA,NA,NA
"416","Bangladesh",1963,5319458351.16235,6.841,23215,NA,NA,340.569,295.841,NA,NA,NA
"417","Bahamas, The",1963,237745098.039216,4.729,2810,NA,NA,230.196,342.874,NA,NA,NA
"418","Belize",1963,33749405.0118998,6.44,-212,NA,NA,209.953,273.285,NA,NA,NA
"419","Bermuda",1963,96366652.3032171,NA,350,NA,NA,NA,NA,NA,NA,NA
"420","Bolivia",1963,478805990.083307,6.279,-4229,NA,NA,311.599,404.253,NA,NA,NA
"421","Brazil",1963,23287712878.2002,5.929,1837,NA,NA,266.477,339.704,NA,NA,NA
"422","Botswana",1963,38091150.566196,6.632,-3998,NA,NA,318.073,429.586,NA,NA,NA
"423","Central African Republic",1963,129379097.888958,5.868,485,NA,NA,439.166,499.725,NA,NA,NA
"424","Canada",1963,45029988561.2124,3.607,40913,NA,NA,106.692,191.753,6748.25,9722690801.90392,NA
"425","Switzerland",1963,13063643795.7884,2.65,58568,NA,NA,97.679,185.058,NA,NA,NA
"426","Chile",1963,5668187500,4.536,-29988,NA,NA,230.924,358.329,NA,936897085.25,NA
"427","China",1963,50706799902.5104,7.513,-219686,NA,NA,313.046,410.834,NA,9003710142.98481,NA
"428","Cote d'Ivoire",1963,761047045.830402,7.781,40132,NA,NA,416.779,443.534,NA,NA,NA
"429","Cameroon",1963,718320701.389784,5.828,0,NA,NA,376.936,423.085,NA,NA,NA
"430","Congo, Dem. Rep.",1963,6213185742.57426,6.157,41963,NA,NA,415.07,480.989,NA,NA,NA
"431","Congo, Rep.",1963,172233430.871502,6.147,0,NA,NA,319.057,439.456,NA,NA,NA
"432","Colombia",1963,4836166666.66667,6.584,-54423,NA,NA,231.449,281.629,NA,835510266.666667,NA
"433","Costa Rica",1963,511902136.809973,6.389,1582,NA,NA,192.328,236.26,NA,93351979.6694787,NA
"434","Caribbean small states",1963,2290313587.93533,5.5420573014918,-49610,NA,NA,210.042650681943,275.202371612908,NA,NA,NA
"435","Dominican Republic",1963,940799900,7.303,-8917,NA,NA,261.557,343.668,NA,133100000,NA
"436","Algeria",1963,2702960118.28806,7.649,-110250,NA,NA,418.169,461.11,NA,NA,NA
"437","East Asia & Pacific (excluding high income)",1963,70843944144.4599,7.0613106387625,-403149,NA,NA,311.143944436435,403.338053577493,NA,11187713224.8453,NA
"438","Early-demographic dividend",1963,174002727352.371,6.18862287406,-284399,NA,NA,344.045700808707,371.992262014473,NA,NA,NA
"439","East Asia & Pacific",1963,176729370270.372,6.40136708182585,-328860,NA,NA,287.091973438204,379.021176909195,NA,55239135672.8618,NA
"440","Ecuador",1963,1824344492.08344,6.646,-1778,NA,NA,260.354,313.63,NA,200306792.127923,NA
"441","Euro area",1963,335341767111.3,2.6819353543929,88827,NA,NA,109.605054666463,198.723195544738,NA,NA,NA
"442","Spain",1963,19074913947.7196,2.88,-36275,NA,NA,109.065,175.981,11899,NA,NA
"443","Finland",1963,6885920328.66187,2.68,-7591,NA,NA,115.085,261.564,2147,NA,NA
"444","Fiji",1963,129454728.623599,5.958,-640,NA,NA,270.958,340.837,NA,NA,NA
"445","France",1963,84759195105.8693,2.89,198822,NA,NA,112.453,222.354,19338,20801171874.7451,NA
"446","Gabon",1963,154480244.244369,4.649,0,NA,NA,334.693,387.553,NA,NA,NA
"447","United Kingdom",1963,86561961812.3249,2.88,-17416,NA,NA,111.365,189.592,24726,NA,NA
"448","Ghana",1963,1540616246.4986,6.98,-46510,NA,NA,330.149,404.231,NA,NA,NA
"449","Equatorial Guinea",1963,10840095.1283649,5.69,639,NA,NA,384.833,438.158,NA,NA,NA
"450","Greece",1963,5895278024.09202,2.14,-85474,NA,NA,109.555,167.015,NA,1249305303.41789,NA
"451","Guatemala",1963,1262800000,6.869,-223,NA,NA,361.99,384.133,NA,1.25e+08,NA
"452","Guyana",1963,175756868.692761,6.14,-3273,NA,NA,290.64,377.426,NA,23274806.043283,NA
"453","High income",1963,1316377852037.6,2.9486229110088,849890,NA,NA,127.194963302554,216.188216443117,NA,NA,NA
"454","Hong Kong SAR, China",1963,1935298266.45384,5.089,4212,NA,NA,144.055,265.673,NA,633839414.974572,NA
"455","Honduras",1963,410200000,7.441,-6063,NA,NA,302.594,373.446,NA,60850000,NA
"456","Heavily indebted poor countries (HIPC)",1963,23360803919.5181,6.76472537741694,-101617,NA,NA,397.131956822257,459.976386937273,NA,NA,NA
"457","Haiti",1963,294883400,6.182,-16861,NA,NA,354.123,413.98,NA,NA,NA
"458","IBRD only",1963,344256378284.805,5.98886155492158,-716494,NA,NA,287.63970483147,366.221914081543,NA,60687780442.6026,NA
"459","IDA & IBRD total",1963,393241868760.029,6.10880958135985,-865675,NA,NA,303.277952999106,374.695000221196,NA,83187957943.1482,NA
"460","IDA total",1963,47173266389.023,6.69334011438824,-149181,NA,NA,383.114212859294,417.14406597457,NA,NA,NA
"461","IDA blend",1963,14611892061.866,6.64221317716378,-76356,NA,NA,384.328369797699,396.314147405416,NA,NA,NA
"462","IDA only",1963,33667727526.3634,6.71618663011018,-72825,NA,NA,382.573821556198,427.027222007189,NA,NA,NA
